"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"AAS","3503","Asian American Identities, Families, & Communities","Twin Cities","This course provides a sociological overview of Asian American identities, families and communities. To place these experiences within a broader historical, structural, and cultural context the course will begin with a brief introduction to the history of Asians and Asian Americans in the United States and sociological theories about incorporation and racial stratification. We will then examine the diversity of Asian American communities and families, highlighting ethnic, gender, and class variations. Other topics of focus include racialization and discrimination, education, ethnic enclaves, family and intergenerational relationships, identity, media, culture, and politics and social action. Throughout the course we will consider the ways in which society affects individuals, and how in turn, individuals affect society. Students will have an option to do community-engaged learning or another course project.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Spring"
"AAS","3862","American Immigration History","Twin Cities","The United States has frequently been called a “nation of immigrants,” yet despite this celebratory view of the U.S.’s immigrant origins, present-day immigration often provokes fear, anxiety, and resistance. Indeed, immigrants have rarely been truly welcomed in any historical era. This course will examine the history of immigration to, and migration within, the United States from the colonial era to the present, including forced migrations, such as the African slave trade.

We will consider the full range of the migration experience, including what compelled or inspired people to leave their homelands, the means of their migration, and how they settled in their new homes. In addition, we will look at the cultural transformations precipitated by immigration including the creation of ethnic identities, assimilation, and transculturation. Various forms of nativist sentiment and practice will be addressed, as well as migrant and ethnic resistance to nativism, racism, and exploitation.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AAS","3875W","Comparative Race and Ethnicity in U.S. History","Twin Cities","This writing-intensive course examines the racial history of modern America. The focus is placed on how American Indians, African Americans, and immigrants from Europe, Asia, and Latin America struggle over identity, place, and meanings of these categories in society where racial hierarchy not only determined every aspect of how they lived, but also functioned as a lever to reconstitute a new nation and empire in the aftermath of the Civil War. We are interested in studying how these diverse groups experienced racialization not in the same way but in various and distinct ways in relation to each other.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"AAS","3877","Asian American History, 1850 to Present","Twin Cities","Asian American history and contemporary issues, from 1850 to present. Immigration, labor, anti-Asian movements, women/families, impact of World War Two, new immigrant/refugee communities, civil rights, Asian American identity/culture.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AAS","4232","American Drama by Writers of Color","Twin Cities","This course will concentrate on selected works by African American, Native American, Asian American, and Latinx playwrights. We will look at how scholars, popular media, and individual spectators interpret and understand the works of these artists, their aesthetic form, and their philosophical and cultural contexts, and will develop a broader critical vocabulary and aesthetic criteria for evaluating contemporary arts. Our central question will be how racial and ethnic differences are integral to shaping different visions of “American theater.” We will also examine larger issues such as the history of minority and ethnic theaters, the politics of casting, and the “mainstreaming” of playwrights of color.","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"AAS","4311","Asian American Literature and Drama","Twin Cities","Literary/dramatic works by Asian American writers. Historical past of Asian America through perspective of writers such as Sui Sin Far and Carlos Bulosan. Contemporary artists such as Frank Chin, Maxine Hong Kingston, David Henry Hwang, and Han Ong. Political/historical background of Asian American artists, their aesthetic choices.","3","3","No","1","3","AFV - A-F or Audit","-","Fall Odd Year"
"AECM","4115","Culturally Responsive Engagement in Agriculture, Food & Natural Resources","Twin Cities","The course is broken up into five thematic and progressive modules. Module 1 will provide the opportunity for students to investigate contemporary and historical manifestations oppression and inequities within Agricultural, Food and Natural Resource Sciences (AFNR) with a special focus on community and educational spaces. Module 2 will support students to explore oppression, power, privilege, and white supremacy. Students will explore how these show in society at large, as well as how they personally embody and enact these very things. Module 3 will prompt students to consider the nature of knowledge that is legitimized and knowledge that is suppressed. We will then learn about diverse knowledge systems and decolonizing work. Module 4 will support students to explore culture, identity, intersectionality, and positionality – their own and those of other cultural groups. We will consider how some cultures are lifted while others are marginalized in different spaces. Module 5 brings us to learning about methods of bring culturally responsive and anti-racist in AFNR work in educational and community spaces. We will employ the use of equity audits to assess various organizations and to design plans moving forward.","3","3","No","2","6","A-F - A-F Grade Basis","-","Every Spring"
"AFRO","1011","Introduction to African American Studies","Twin Cities","This course is an introduction to the study of people of African descent in the United States with linkages to Africa and connections to the African diaspora. We will explore why people of African descent have occupied an oppressed position in this culture and globally and how they have resisted this oppression creating social change. Our major form of analysis is historical sociology, as well as the arts and humanities. We will examine changes over time and employ sociological, economic, cultural, and political tools for understanding the historical and contemporary positioning of African Americans. We will be centrally concerned with how domination, race, gender, and class shape Black life in the U.S. and how resistance and change have occurred. In our analyses we take seriously the deep intersectionality of systems of oppression as well as historic resistance to oppression. Critical race theory and Black feminist theory are important frames for our work. Moreover, the significance of the cultural creativity of African peoples is foundational to our understanding. We must be concerned with how Black people see themselves today. How social change is imagined in the 21st century informs our work.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AFRO","1201","Racial Formation and Transformation in the United States","Twin Cities","What does it take to discuss race seriously? An exploration of this question demands a counter-narrative, for our contemporary moment is such that a growing public opinion (1) casts America as a “raceless nation” (2) interprets antiracism as “reverse racism,” and (3) embraces “diversity” to maintain the racial status quo. Talking about race is not easy to be sure; it engenders a host of unsettling emotions ranging from guilt and shame to anger. Yet not talking about race as a social fact in American life and culture merely reinforces the existing racial hierarchy. It forecloses opportunities to reach across boundaries of social difference to strive toward a shared sense of community and belonging. Together, we will participate in racial struggles, albeit at times painful and challenging, to address and grapple with ethical-political imperatives to pursue social justice and make the notion of diversity anew. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AFRO","3006","Impact of African Migrations in the Atlantic World","Twin Cities","Between the sixteenth and the nineteenth centuries, the Trans-Atlantic slave trade forced millions of Africans into bondage in the Americas. While the exact number remains unknown, it is estimated that over 10 million Africans arrived in the New World over a period of 400 years. Most of them were bound for Central and South America with less than half a million arriving to the British colonies in North America. At the dawn of the 21st century, however, U.S. census figures determined that more Africans had arrived in the United States voluntarily since 1990, than the total amount brought in as captives. This course examines the impact of African migrations in the Atlantic World beginning with the explorations of Portuguese mariners down the coast of West Africa in the 15th century, which set the foundation for the trans-Atlantic slave trade.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AFRO","3301","The Music of Black Americans","Twin Cities","This course examines the variety of ways African and African Americans express social history through music. It will consider the union of African elements and European elements that combined to present a new syncretized African-American product. To do this it is imperative that we explore the diversity of musical “voices” found within the African American culture. This diversity can be seen in the struggles to retain African cultural effects and the desire to be eclectic, creative, and contemporary. Such an approach to the study of the place of Black music in American music corresponds with the criteria of Diversity and Social Justice in the United States Liberal Education. The “multi-layered operation of power, prestige, and privilege” can be understood through an examination of the music of African Americans, which represents both a Free African voice and an enslaved African voice; the western-trained Black performer/composer and the self-taught performer/composer. It also represents the habits of well-to-do African Americans and the poor African Americans. Students will examine the complexities of the history of African Americans and how this is played out in the development of musical styles and genres. From this, students will then begin to understand how this unique diversity within a community affects those outside of those communities. Such an approach to the study of the place of Black music in American music corresponds with the criteria of Diversity and Social Justice in the United States Liberal Education.

We will follow elements found in West African culture and music such as ""call and response"" and the ""2nd Line"" as they travel to the ""New World"" and expressed through Spirituals, Symphonies, Gospel Music, Jazz, Rock and Roll, Step Bands and more. Through lectures, readings, discussion, audiovisual examples, and homework assignments student can expect to gain a deeper understanding of the ways music both reflects and influences the social history of all Americans.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall, Spring & Summer"
"AFRO","3592W","Introduction to Black Women Writers in the United States","Twin Cities","From Harriet Jacobs’s depictions of her life in bondage in Incidents in the Life of a Slave Girl to Audre Lorde’s moving essays on feminism and social (in)justice to Beyonce’s visual album Lemonade, black women’s writing has much to tell us about the meaning of survival and the myriad ways that race, class, gender, and other modalities of difference intersect in the national imaginary. In this course, we will use black women’s various forms of writing about themselves—from memoirs, autobiographies, and essays to blogs, song lyrics, and documentary films—as the source material for contemplating the sociocultural conditions of black female life in the past and present.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AFRO","3597W","Introduction to African American Literature and Culture I","Twin Cities","African American oral tradition, slave narrative, autobiography, poetry, essay, fiction, oratory, and drama, from colonial era through Harlem Renaissance.","4","4","No","1","4","OPT - Student Option","-","Every Fall"
"AFRO","3598W","Introduction to African American Literature and Culture II","Twin Cities","African American oral tradition, autobiography, poetry, essay, fiction, oratory, drama. From after Harlem Renaissance to end of 20th century.","4","4","No","1","4","OPT - Student Option","-","Every Spring"
"AFRO","3655","African-American Cinema","Twin Cities","African American cinematic achievements from silent films of Oscar Micheaux through contemporary Hollywood and independent films. Class screenings, critical readings.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"AFRO","3745","Black Cultural Studies","Twin Cities","What is black life? And what does it mean to talk about black life in the context of the push toward the liberation of black lives? In recent years we have become accustomed to hearing about and debating the efficacy of the term and movement ""Black Lives Matter,"" but what, other than precarity, constitutes these lives that matter? How have black people collectively thrived even under conditions that would assume otherwise? In this course we will consider the myriad ways black people have gone about creating, dreaming, struggling, building, educating, loving, and living, even in the midst of all that works to bring death near. We will explore a range of cultural forms, including stand-up comedy, hip hop and R&B music, reality television, social media, and film, in order to contemplate the urgency and necessity of black social life, or, what it means to be with and for black people.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMES","3766","Hmong Textiles and Identities","Twin Cities","This is a lecture, discussion, and project-based learning course on the multi-faceted Hmong identities throughout regions of different countries, time-periods, and acculturation process of each region. The course analyzes authentic materials, texts, and media about the utilization of Artistic Textiles as well as Functional Textiles (clothing) in everyday Hmong life as well as identity frameworks. Hmong textiles and embroideries are key elements to Hmong identities, and directly reflect the diaspora, culture, location, dialect, and practice of each group and sub-group. International Hmong identities are identified and studied in order to critically analyze the foundations of the Hmong American identity. Students learn how to interpret each region's textiles and embroideries and how they represent embroidered language and identities. Although there will be a focus on Asia, this class also focuses on an international Hmong identity which includes the United States and other countries of the Hmong diasporic journey. The class analyzes the role textiles play in today's international Hmong population, Hmong ethnic identity, transformation, advancement, social justice, and commodification. This course is taught in English, there are no prerequisites, and students are not required to have taken any Hmong language classes.
Previously offered as AMES 3720.","3","3","No","1","3","OPN - Student Option No Audit","-","Periodic Fall & Spring"
"AMES","3867","Orientalism and the Arab World","Twin Cities","This course explores the various manners in which “the Arab World” is constructed and re/presented in American and European discourses. Reading through scholarly writings, literature, visual arts, and popular media, this course illuminates the manner in which the idea of a monolithic “Arab World” and quintessential “Arab” subject are constructed and re/produced for western consumption. Crucially, this course also examines the manner in which this re/production of the “Arab World/Subject” is integral to the construction of western identity itself – serving as a foil to western self-conceptualization. 

The concept of orientalism was introduced into western scholarship by Edward Said through his seminal 1978 work, Orientalism, often credited as a foundational text in the field of postcolonial studies. In the first part of the course, we will closely read Orientalism and some of the influential critical engagements with Said’s book. We will also discuss how orientalist discourse has been subsumed under the debates on the “Clash of Civilizations” and “The War on Terror” in the 21st century. The second part of the course will look at orientalist representations in a variety of mediums, from literature and visual art to video games. In the final part of the course, we will try to “inventory the traces” of Orientalism on the Oriental subject, or examine the manner Arab artists and writers have engaged with orientalism’s legacies. 
","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMIN","1001","Introduction to American Indian & Indigenous Peoples","Twin Cities","Introduction to how voices/visions of indigenous peoples have contributed to history of cultural expression in North America. Historic contexts/varieties of this expression by region, tribal cultures. Emphasizes contributions in literature, philosophy, politics, fine arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","1003","American Indians in Minnesota","Twin Cities","History, culture, and lived experience of American Indian people in Minnesota. Self-representation and histories of Anishinaabe (Ojibwe) and Dakota peoples through film, music, oral traditions, and written texts. Work by non-Indian scholars focuses on cultural, philosophical, and linguistic perspectives of Anishinaabe and Dakota peoples.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","1201","Racial Formation and Transformation in the United States","Twin Cities","What does it take to discuss race seriously? An exploration of this question demands a counter-narrative, for our contemporary moment is such that a growing public opinion (1) casts America as a “raceless nation,” (2) interprets antiracism as “reverse racism,” and (3) embraces “diversity” to maintain the racial status quo. Talking about race is not easy to be sure; it engenders a host of unsettling emotions ranging from guilt and shame to anger. Yet not talking about race as a social fact in American life and culture merely reinforces the existing racial hierarchy. It forecloses opportunities to reach across boundaries of social difference to strive toward a shared sense of community and belonging. Together, we will participate in racial struggles, albeit at times painful and challenging, to address and grapple with ethical-political imperatives to pursue social justice and make the notion of diversity anew. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMIN","3201W","American Indian Literature","Twin Cities","Comparative studies of oral traditions, modern literature from various tribal cultures.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall & Spring"
"AMIN","3301","American Indian Philosophies","Twin Cities","World views of indigenous people of Americas. Topics include native medicines/healing practices, ceremonies/ritual, governance, ecology, humor, tribal histories, status of contemporary native people.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","3303","American Indians and Photography","Twin Cities","Historical/comparative overview of photos in which American Indian people are central subjects. Primary features of images in American Indian photos. Relationships among those involved in making/viewing photos. Ways in which photos are interpreted. Relation of photos to social contexts in which they are produced and to agencies of those who stand behind their making.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMIN","3402","American Indians and the Cinema","Twin Cities","Representations of American Indians in film, historically/contemporarily. What such representations assert about Native experience and cultural viability. What they reflect about particular relationships of power.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring & Summer"
"AMIN","3409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3602","Archaeology and Native Americans","Twin Cities","Historical, political, legal, and ethical dimensions of the relationship of American archaeology to American Indian people. Case studies of how representational narratives about Native people are created through archaeology, responses by Native communities, and the frameworks for collaborative and equitable archaeological practice. Professional ethics in archaeology/heritage studies in American contexts.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3711","Dakota Culture and History","Twin Cities","Dakota culture, language, history, literature. Contemporary issues, the arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3871","American Indian History: Pre-Contact to 1830","Twin Cities","American Indian history from the era of ancient Native America to the removal era.  Social, cultural, political, and economic diversity of Native American peoples and Native American experiences with European colonialism.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3872","American Indian History: 1830 to the Present","Twin Cities","Focus on the impact of federal Indian policy on American Indian cultures and societies, and on American Indian culture change.  ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","5402","American Indians and the Cinema","Twin Cities","Representations of American Indians in film, historically/contemporarily. What such representations assert about Native experience and cultural viability. What they reflect about particular relationships of power.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring & Summer"
"AMIN","5409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","5602","Archaeology and Native Americans","Twin Cities","Historical, political, legal, and ethical dimensions of the relationship of American archaeology to American Indian people. Case studies of how representational narratives about Native people are created through archaeology, responses by Native communities, and the frameworks for collaborative and equitable archaeological practice. Professional ethics in archaeology/heritage studies in American contexts.","3","3","No","1","3","OPT - Student Option","001186","Fall Even Year"
"AMST","1101","Imagining Asian America","Twin Cities","What are the histories, cultures, and experiences of Asian Americans, the fastest-growing group in the United States? How do they fit into the U.S.'s history of immigration, race, and citizenship? Is the ""model minority"" myth really true? This course is an introduction to Asian American Studies, an interdisciplinary field that uses ethnography, literature, histories, films, memoirs, and other texts to study how the history of Asian immigration to the United States has visibly shaped existing Asian American communities and identities, and how ""Asian America"" is central to a more general understanding of American popular culture and public life.

The course is roughly organized chronologically. We will first begin with an introduction to the field of Asian American Studies by asking the questions: What is Asian America? What is Asian American Studies? We will then examine important concepts, categories, and processes before exploring the rich history of Asian migration to the United States and contemporary issues facing Asian Americans today.

One of the core principles of this course is to encourage active and interdisciplinary learning. This means that we will be learning in a variety of ways to explore and understand the material (reading, writing, watching, listening, seeing, discussing, presenting). We will be drawing from a wide range of disciplines (history, law, sociology, education, cultural studies, psychology, etc.). And we will be using a variety of materials (memoir, scholarly articles, historical documents, government records, newspapers, films, photographs, popular culture, etc.) Your active participation in these activities is essential.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall"
"AMST","1401","Comparative Genders and Sexualities","Twin Cities","Gender/sexual practices/identities within international framework. How such practices/identities reflect/refract national ideals and express national/international division.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","2031","Chasing the American Dream: Economic Opportunity & Inequality in the U.S.","Twin Cities","This course begins by focusing on the historical origins and meanings of the American dream. How did this dream of unlimited opportunity come about?  What has it meant in different historical moments and to divergent social groups? And, why does it continue to be such a powerful and compelling idea in the United States and around the world?","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","3001","Contemporary Perspectives on Asian America","Twin Cities","Interdisciplinary overview of Asian American identities. Post-1965 migration/community. History, cultural productions, and concerns of Americans of Chinese, Japanese, Korean, South Asian, Filipino, and Southeast Asian ancestry.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","3112","Prince, Porn, and Public Space: The Cultural Politics of the Twin Cities in the 1980s","Twin Cities","This course uses music (especially Prince and the Replacements), debates around pornography/sex, and shifts around access to public space in order to explore the local culture and national importance of the Twin Cities during the 1980s.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","3113W","Global Minnesota: Diversity in the 21st Century","Twin Cities","Diverse cultural (racial, ethnic, class) groups in America. Institutions/processes that shape their relations and create domination, resistance, hybridity, nationalism, racism, alliance. Specific content may vary.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","3114","America in International Perspective","Twin Cities","The nature of international cultural exchange. The impact of U.S. cultures and society on other countries of the world as well as the impact of other cultures and societies on the United States.   ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMST","3214","Queer Kinship: Undoing the American Family","Twin Cities","What is the American family? Is it a part of the “American Dream”? Is it a claim to national belonging? The American family only exists within US mythology built on imperialism and settler colonialism. This course will explore how the heteronormative nuclear family structure symbolizes modern capitalist society that emphasizes the core American values of individualism, democracy, and the ability to reproduce. Thus, the individual family members are not only transformed into productive citizens but are also tasked with the responsibility to reproduce the nation(alism). For example, the recent advancement for gay marriage is scripted as a new phenomenon that poses as both a threat to the American values and a sign of progress. This paradox exposes the limits of gay identity politics and nationalist ideology within neoliberalism, which later used to justify and rationalize racist and xenophobic ideologies. This course asks: how is the American family always already queer?","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Summer"
"AMST","3409W","Asian American Women's Cultural Production","Twin Cities","This course explores cultural texts produced by and about Asian American women and queers. It wrestles with the complexities of a historical moment in which Asian American women are both increasingly visible in pop culture and increasingly visible targets of violence. We will push beyond judgments of “positive” or “negative” representations of Asian Americans and instead explore the political dimensions of these cultural representations—that is, how they animate, reference, or repress longer histories of migration, war, labor, and empire. We will approach the categories of both “Asian American” and “women” less as static identities and more as shifting political coalitions that bring together diverse groups of people whose experience of gender, sexuality, race, and class deviates from the norm of white, heterosexual, and cisgender American citizenship. In tracking (and at times celebrating) these deviations, we will ask: how might film, TV, literature, art, and theory help illuminate Asian American feminist politics?","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
