"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"AFRO","3131","Contemporary Issues in Africa","Twin Cities","Departing from a country-specific focus and a comparative regional perspective, this course examines contemporary African challenges and varied struggles using case studies, and a range of analytical parameters. Of particular interest will be issues relating to peace and (in)security, ethnic/civil clashes, religious conflicts, authoritarianism, democracy and related impacts: political destabilization, social fragmentation, economic disruption; internal displacement and international migration within regional and global contexts, etc. Historical contexts (colonial legacies) and contemporary dynamics (contemporary realities) will be studied from a political and sociological perspective to establish course content and outcomes.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AFRO","3205","History of South Africa from 1910: Anti-Racism, Youth Politics, Pandemics & Gender (Based Violence)","Twin Cities","We are all living in extraordinary times. But what does that mean? In South Africa, we have seen the COVID-19 pandemic and the measures implemented to control it causing massive social upheaval and personal distress. It has forced the people in the country to confront issues that life prior to the pandemic had made easy to turn away from. Misogyny, gender based violence, and sexual violence, a long-standing emergency in the south of Africa, have been forced into our vision once again. It was not the pandemic that created this violence. Nor was it the first time people had been outraged by a lack of action to address it. In the years approaching 2020, calls, protests and demonstrations were increasingly demanding the culture of impunity in gender based violence be ended; sometime with violent outcomes against the protestors themselves. Over those same years, nationwide protests have rocked South Africa's university campuses. The student movements known as #RhodesMustFall, #FeesMustFall and #RUReferenceList highlight the contrasts and disappointments of the recent past in South Africa, confront the legacy of racism and misogyny in its institutions and knowledge systems, and resonate with a history of anti-racism and struggle that now, in turn, similarly fuel the on-going Black Lives Matter and #MeToo movements worldwide.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"AFRO","3431","Early Africa and Its Global Connections","Twin Cities","This course offers a general, introductory survey of African history from the earliest times to around 1860. You need have no prior knowledge of the subject, just interest and enthusiasm. We will explore Africa’s rich and diverse pre-colonial past, paying particular attention to material and social change and the ways in which both ruling elites and “ordinary” men and women—farmers, herders, traders, slaves—helped to shape their worlds.

Given the vast chronological and geographic scope of the continent, our coverage will necessarily be selective. Rather than attempting to cover everything, the course highlights major themes and case studies that illuminate broader patterns and transformations. Topics include climate and environment, migration and settlement, material culture, state formation, trade networks, slavery and the slave trade, and the spread and influence of Islam and Christianity.

Students will also be introduced to the methods historians use to reconstruct Africa’s early past, including oral traditions, archaeology, linguistics, and anthropology. By the end of the course, students will have developed a strong methodological and historiographical foundation for understanding African history and situating specific events and processes within larger regional and global contexts","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AFRO","3432","Modern Africa in a Changing World","Twin Cities","Socioeconomic, political, and cultural development in Africa, from abolition of trans-Atlantic slave trade through postcolonial era.","3","4","No","1","4","OPT - Student Option","-","Every Fall, Spring & Summer"
"AFRO","3433","Economic Development in Contemporary Africa","Twin Cities","Major socio-economic challenges that confront post-independence sub-Saharan African countries in quest for sustainable economic development/growth. Causes of persistent poverty/inequality, role of institutions/multinational agencies. Growth in 21st century.

prereq: APEC 1101 or ECON 1101","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AFRO","3434","Images of Africa","Twin Cities","Major themes in African history, from early human development to present.  History of western ""knowledge"" about Africa. Assumptions that have influenced production of African history. Extent to which African history is ""packaged"" for public consumption inside/outside Africa. How history is used to support modern political agendas.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AFRO","3435","Political Dynamics in the Horn of Africa","Twin Cities","Who wields political power? Who challenges those in power? And how do they legitimize their claims and go about enforcing them? These are the core questions that will guide our exploration of the political dynamics in the Horn of Africa. Just like most regions in Africa, the Horn is home to diverse cultures and languages. What distinguishes it, however, is the contested nature of state borders, which have been redrawn in ways not observed anywhere else in Africa since the end of European colonialism. The purpose of this class is to delve deeper into these conflicts, to examine the interactions between incumbent governments, armed rebel groups and international actors in shaping war and peace in the Horn. Throughout this journey, we will pay special attention to ideas of sovereignty, identity and violence and draw on literature outside of the Horn to help us better dissect what is going on within it. ","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AFRO","3478W","Contemporary Politics in Africa and the Colonial Legacy","Twin Cities","At the core, this class is about the interaction between the assertion of and challenge to political authority in Africa. Who should have the right to make decisions that structure people's lives? To what extent is ""might"" an important source of political authority? How, in turn, do people respond to these different means of establishing political authority? Using these questions as a springboard, this class will examine some broader themes relating to colonialism, state building, conflict and development in Africa. Politics in Africa, just as in any other place in the world, is complex and for that reason, the objective of the class is not to give you answers, but to have you think critically about the issues we cover. Towards this end, this class will draw on different sources ranging from novels to manifestos so as to illustrate both the mundane and extraordinary events that have helped shape the political landscape of the continent.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AFRO","3601W","African Literature","Twin Cities","The globalized present has witnessed increased mobility as economic, political, and social unrest intensify, forcing mass migration of populations across scorching deserts, treacherous mountains and perilous seas. In the United States and in Western Europe specifically, the consequence of this mobility—immigration—remains the single most cross-cutting issue and the most vexed political challenge of the day. Defined as threatening and intrusive, frequently criminalized in discourse and in action, immigrants have become scapegoats for a wide range of problems that bedevil every aspect of life in every country. Blamed for everything from taking jobs from locals to rising crime and the spread of communicable diseases, immigrants have become victims of xenophobic violence and repositories for the routine fear-mongering prevalent in post-9/11 global terror and counter-terror climate. This course addresses the keys issues that arise in contemporary immigration and global security debates. Throughout the course of the semester, we will interrogate the literary and audio-visual arts as a mirror of the times, reflecting socio-political conditions. In a bid to place the current “crisis” in a historical perspective, we will examine select works by African writers, filmmakers and artists, which provide examples that enable us to move beyond stereotypes and common assumptions.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall, Spring & Summer"
"AFRO","3625W","Women Writers of Africa and the African Diaspora","Twin Cities","Works of black women writers from Europe, Africa, South America, and the Caribbean. Novels, drama, films, and essays.","3","3","No","1","3","A-F - A-F Grade Basis","-","Spring Even Year"
"AFRO","3654","African Cinema","Twin Cities","This course introduces you to films written and directed by African filmmakers beginning the 2nd part of the 20th Century. Through an exploration of the stylistic and thematic issues raised by each film, it is expected that students will gain a broad understanding of how African filmmakers portray African social and cultural life, including the artistic and political contexts within which they work. In this way, students will gain an historical perspective on the origins of African filmmaking, confront the basic social, cultural, and aesthetic questions raised by African filmmakers and critics, and consider how questions raised by African filmmakers and their films fit into the larger context of world cinema. We will contrast postcolonial African films with Hollywood jungle epics, settler/adventure romances in safari paradise, and colonial movies about Africa. Moving beyond strict categories and standards we will also examine the role of documentary films in shaping our understanding of African people's lives and the social construction of reality. We will review the place of documentary film in the current media-scape and discuss its functions and limitations. Most films will be screened in original languages with English subtitles.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Summer"
"AFRO","3681","Black Europe","Twin Cities","Europe is constantly associated with whiteness, yet Black people have existed in Northern and Central Europe (the contemporary spaces known as Germany, Austria, the Netherlands, Belgium, and Scandinavia) for centuries. To counter this imagined whiteness, students will be reading histories and Black authors' experiences in these nations. A closer investigation will show that Black people have been traveling to Europe (willingly and unwillingly) for centuries. While Afro-Europeans remain at the margins of these nations, they find avenues to survive and thrive in the face of microaggressions and racism. As the semester progresses, we will examine the following questions: What is daily life like in a majority white country? In what ways are these authors included or excluded from national discourses? What ways do they bring attention to anti-Blackness in their local contexts? How do they define home and belonging? These questions will help us understand the imagined citizens of Central Europe and the people trying to tear these false images down.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"AFRO","5016","Africa and African Diaspora Archaeology","Twin Cities","Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AGRO","3203W","Environment, Global Food Production, and the Citizen","Twin Cities","Ecological/ethical concerns of food production systems in global agriculture: past, present, and future. Underlying ethical positions about how agroecosystems should be configured. Decision cases, discussions, videos, other media.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AGRO","3305","Agroecosystems of the world","Twin Cities","Explore four different areas of world (Minnesota, Morocco, Nepal, Costa Rica) by networking with locals on ground in each region through online interactions. Food, agriculture, environment. Biophysical/socio-cultural aspects of agroecosystems through unique multi-disciplinary lens.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AHS","3001","Health and Medicine in India in a Social and Cultural Context","Twin Cities","Students are required to attend two pre-orientations, travel to India on the global seminar, and complete a project and presentation upon their return to the United States.

prereq: instr consent","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AHS","3002","Global Health in Thailand - Humans, Elephants, and Disease","Twin Cities","Global Health in Thailand is a Global Seminar that travels to Chiang Mai, Thailand to examine the relationship between human, animal, and environmental health through the One Health approach. The course travels to Thailand over winter break and then meets for the first half of spring semester. For more information, see the Learning Abroad Center website.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AHS","3003","Sustainable Approaches to Health in France","Twin Cities","A wide range of factors influences health status in a country, including politics, economics, culture, history, and the systems that provide structure and process in the country. As the global world developed the 2030 Sustainable Development Goals (SDGs) framework, we have seen an increase in innovative strategies by countries to meet the 2030 goals, with France emerging as a leader in their efforts. The 2030 Sustainable Development Goals are framed by five categories: planet, people, prosperity, peace, and partnership.  France has made some innovative efforts to move the needle in each of these categories. For example, France is leading the way with food security, having introduced a new international strategy for food security, nutrition, and sustainable agriculture in October 2019.  From public health and healthcare systems to food safety and security, the extensive challenges require collaboration, coordination, and an interprofessional approach to be successful.

According to writer Kim Ann Zimmerman, “The culture and underlying values in France are distinctly different from the US. The French believe in égalité, which means equality, and is part of the country's motto: ""Liberté, Egalité, Fraternité."" Many say they place a higher importance on equality than liberty and fraternity, the other two words in the motto.”  We will explore how France’s history, culture, and underlying values affect health, health disparities, and systems that influence health, healthcare, and SDGs.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AHS","3004","Health in Ecuador: History, Environment, & Culture","Twin Cities","During the first half of the spring semester at the University of Minnesota, students will learn about the challenges and opportunities of addressing the United Nations Sustainable Development Goals in Ecuador while comparing and contrasting with the US and/or Minnesota. Students will work in teams and will be tasked to focus on a perspective of a Sustainable Development Goal throughout the semester. Students will also learn very basic Spanish words and phrases in preparation for their time in Ecuador. Through taking and learning about the Intercultural Development Inventory and cultural development and reflection activities, including Observe, Describe, Interpret, and Evaluate (ODIE), students will learn more about their own cultures while preparing to openly experience cultures in Ecuador.  

During their time abroad, students will have the opportunity to apply the knowledge learned in the early spring semester to observations and experiences in Ecuador. The teams will ask questions during site visits from their assigned SDG perspective in preparation for their final project on SDGs in Ecuador. Site visits will include a visit to Colonial Quito and the Mitad del Mundo City Museum. Students will visit an urban and rural health center, the CINCA Agroecological Center, the San Clemente Pukyu Pamba project, featuring an indigenous community where they will share a meal with the community. Students will also participate in an indigenous healing ceremony. Finally, students will visit Pambilino, a Bosque Escuela, located in the northwest of Ecuador near the community of Mashpi, a nature reserve of the Choco rainforest that has a 4 hectare permaculture farm in the North Occidental of Ecuador, nestled within the tropical foothills of Ecuador. They work to teach sustainable agroforestry techniques to those that want to learn on the Bosque-escuela.

Upon returning to Minnesota, the students will participate in re-entry activities, present their final project, and have a final class debrief. Students will complete reflective journal entries throughout the semester and a final personal reflection on SGDs in Ecuador compared and contrasted to Minnesota/USA.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Spring"
"AHS","3005","Modern Medicine Through History in Greece","Twin Cities","AHS 3005 is a 4-credit embedded study abroad course that meets on campus during B term spring semester and then travels to Greece for two weeks in May. Greece is known for its rich history, beautiful landscapes, ancient civilization, and cultural contributions to the world. It is often referred to as the birthplace of Western civilization and holds a prominent place in history due to its influence on philosophy, democracy, art, architecture, medicine, and more. Ancient Greece made significant contributions to the field of medicine, laying the foundation for modern medical practices and theories. In addition to its historical significance, Greece boasts a rich cultural heritage evident in its traditional music, dance, art, and cuisine. Like many other countries worldwide, Greece aligns its policies and initiatives with the United Nations Sustainable Development Goals (SDGs), which aim to address global challenges, including health, poverty, inequality, climate change, environmental degradation, peace, and justice. Over the period of this course, students will learn from Greece's extensive history regarding health and medicine, and work in teams to create a final project related to the SDGs.","4","4","No","1","4","A-F - A-F Grade Basis","-","Every Spring"
"AMES","1001","Asian Film and Animation","Twin Cities","Various film styles within Asian film/animation production. Ways of analyzing film. Work of 20th-century directors in Asia.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","1201","Arrow, Fist, and Sword: Conceptions of the Hero in Asian Cultures","Twin Cities","Concepts of the ""hero"" in Persian, Indian Chinese, Korean, and Japanese cultures: How did various societies in these countries define the ethos of the ""hero"" and his relationship to the community? How did versions of the hero change over time, and how was the hero redefined in the context of modern nationalism? What part have traditional gender roles played in defining the hero and is a ""female"" hero possible within these traditions? And how has popular film allowed modern Asian societies to reinterpret their traditional conceptions of the hero? Specific explorations: the Persian hero Rostam in The Book of Kings; Rama and retellings of the Indian Ramayana; Mulan and the Chinese female warrior; the Korean hero Hong Gildong; and the Japanese story of the forty-seven ronin.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","1351","Chinese Martial Arts Cinema","Twin Cities","Martial arts cinema may be China's most globally popular as well as most culturally distinctive form of film making. With origins in traditional Chinese popular literature and a cinematic history going back to the silent film era, the genre has experienced multiple periods of popularity both in China since the 1920s and in the West since the 1960s-70s. This course will look at Chinese martial arts cinema with these learning goals in mind:
- To learn the distinctive film style of the genre by discussing basic film techniques such as cinematography, editing, and performance.
- To use martial arts films to explore deeper aspects of Chinese culture such as philosophy, religion, and ethics.
- To see how the development of martial arts cinema reflected trends in modern Chinese history, including the tension between nationalism and globalism.
We will watch films from the pre-1949 Republic of China, the post-1949 People's Republic of China, Hong Kong during the British colonial period, and Taiwan. Each week students will have one film to watch streaming as homework and a reading assignment usually totaling 20-30 pages. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMES","1456","Japanese Film and Animation","Twin Cities","This course offers an introduction to the history of moving images in Japanese film and animation from 1945 to the present as a method for understanding how one nation's film culture has contributed to global political, social, and ecological movements. Students learn how Japanese cinema has been an essential contributor to the development of global film genres and cultures. This course fulfills the Global Perspective because it illustrates the rich history of Asian cinema in a global mediascape. Students will learn how moving images from Asia provide important perspectives on global social, political, and environmental issues. Upon completion of the course, students will be able to use their new skills in film and animation interpretation to analyze media in their daily lives. They will have tools for critical analysis of dominant Western and Hollywood media forms. 

Students will analyze films from multiple angles, engaging in a multi-optic analysis.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","1806","Modern Middle Eastern Cultures and Societies","Twin Cities","What we commonly and monolithically refer to as “the Middle East” in fact consists of many different individual nation-states, each with their own particular historical trajectory and a combined population of half a billion people encompassing a plethora of religious faiths, political orientations, social formations, and varied identities. This course provides a starting point for comprehending this frequently misunderstood part of the world, the diverse peoples who inhabit it, and the myriad cultures they practice. We will address the various problems we encounter when approaching such an unwieldy concept as “the Middle East,” key moments that have shaped modern Middle Eastern cultures and societies, and examples of how cultural production functions in the context of modern Middle Eastern history and politics.","3","3","No","1","3","OPN - Student Option No Audit","-","Periodic Fall & Spring"
"AMES","1836","Modern Middle Eastern Literature","Twin Cities","This course introduces students to the diversity of contemporary Middle Eastern cultures, identities, and histories through readings in modern literature. Reading novels, stories, poetry, and memoirs translated from Arabic, Hebrew, Persian, and Turkish, we will follow a number of key concerns shaping Middle Eastern cultural production: legacies of colonialism and the manner they shaped the relationship between classical and modern literary forms, the ethical and aesthetic challenges of bearing testimony to violence, and the manner literature reflects and subverts racial hierarchies, ethnic divisions, and gender dynamics. These themes will be debated in a range of spaces and contexts: the desert, the city, and the ocean as quintessential environments in times of great social and ecological upheavals; migration flows and refugee identities; the alternating banality and grotesqueness of war; and the formation of intimate, personal relationships. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMES","1917W","Playing with Genders: How Arts Inform Our Everyday Genders, a Case Study in Japanese Arts","Twin Cities","Matters related to ""gender"" have been debated in courts, schools, businesses, and the media. These societal debates point to the difficulty in defining ""gender"" in a simple and stable sense. This difficulty points to the reality that gender is not a way of ""being""—but more a way of ""doing."" One way to begin to understand this paradigm shift is to look to the arts for an understanding of gender and how gender performance in art can inform our everyday concepts of gender.
	In order to begin this understanding, this seminar focuses on the gender performance of Japanese literature and theater (in English) as a ""case study"" due to Japan's highly formal cultural traditions and their rich ""cross-gender"" performing arts. The long ""history"" of ""cross-gender"" performing arts in Japan can even date back to a mythical warrior prince in ancient times, and such performing arts have remained flourishing through today not only in literature and theater but also in film, TV, anime/manga, video games, etc. This seminar will explore the history of ""cross-gender"" performance, mainly starting in the 17th century.
	The course will give students an opportunity to explore gender performance in Japanese art in the classroom and also at the University libraries and Minneapolis Institute of Art. Our class will host several guest speakers on gender performance beyond Japan, including Asian American theater, Chinese theater, and British theater.

This cousre is taught by Maki Isaka, Asian and Middle Eastern Studies. Maki Isaka offers courses on topics related to her research areas: performing arts in Japan, literature in Japan, martial arts in Japan, and gender theory (Japan and beyond). Her current research project is on female players of Gidayû, an ""all-male"" music used in Kabuki- and Bunraku-puppet theaters. Outside of her research, Isaka is a massive fan of horses and music.","3","3","No","1","3","A-F - A-F Grade Basis","001475","Periodic Fall & Spring"
"AMES","3256","Graphic Novels: Conflict, Peace and Protest","Twin Cities","This course will examine a particular medium—graphic novel—which is inherently rich in visual, narrative, and linguistic components. The materials chosen for this course are driven by wars and conflicts in the following four regions: East Asia, South Asia, Southeast Asia, and the Middle East. Through these selected works, we will explore histories of political conflicts, state violence, anticipation for peace as well as understandings and praxes of protest in various forms, namely, social movements; mourning; remembrance; art making; and writing. Given the nature of conflict that always goes above and beyond the question of nation-state, this course will also discuss its amplification to the question of migration, refugee crisis, displacement, and multi-generational trauma among diasporic subjects. Located at the intersection of conflict, peace, and protest, this course not only introduces students to historical processes and complexities of these conflicts—both from the national and international points of view—but also challenges students to question the potentials of graphic novels in mediating these histories and discourses around human rights for readers. Finally, this class explores ways in which we can engage with each other via our shared history and vulnerability, and questions whether peace and resolution promised to our generation via the discourse of human rights are, or will ever be, attainable.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","3335","Philosophies for Change: Ancient Chinese Thought and Intellectual History","Twin Cities","How should we build a better world, especially when it seems to be falling apart into social instability and moral degeneration? What measures should a government take to ensure it survives? What should be the purpose and role of the state?  How do we define human nature and use this knowledge to build a better society? What obligations do we have for fellow human beings? What makes a moral person (should we even care about morality)? Could it be that such artificial things as states, institutions, and customs constructed by humans themselves are the source of problems? These are some of the questions asked by ancient Chinese thinkers who lived in arguably the most divisive and violent eras in ancient China, the Spring and Autumn (Chunqiu春秋770-481 BCE) and the Warring States (Zhanguo戰國475-221 BCE ) periods. Sensing that they are living in a collapsing society, which will have to be reinvented and rebuilt, the thinkers of ancient China fiercely debated the best methodologies and models for restoring socio-political order, enriching the lives of people, and thereby ushering in the new age of peaceful prosperity. In this class, we will read the works of the most innovative thinkers to emerge in this period, leading up to the critical historical event that they were yet to foresee: the first unification of China (221 BCE) by the Qin Dynasty (秦221-207BCE).

Each week, we will explore different thinkers who set the stage for the future cultural, political, and intellectual development of East Asian civilizations. By the end of the course, you will have developed your own understanding of the major philosophers of ancient China, such as Confucius 孔子, Mozi 墨子, Mencius 孟子, Xunzi荀子, Hanfeizi韓非子, Laozi老子, Zhuangzi莊子, Mozi墨子, and Sunzi孫子. The course will conclude with the Former Han (前漢206BCE-221CE) synthesis of classical thoughts. Aside from philosophical texts, we will also read a few other kinds of historical documents, including some chapters drawn from the Records of the Grand Historian (Shiji史記), the first comprehensive history of China written by Sima Qian 司馬遷 (145-86BCE). By exploring various thinkers’ views and visions of the ideal human being and society, we will discover both the universality and diversity of human thought across time and place. The wealth of perspectives offered by the most creative and innovative thinkers of this foundational period of Chinese history will offer valuable insights into alternative ways of approaching and tackling the problems we face in our own daily lives and in society at large.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","3336","Revolution and Modernity in Chinese Literature and Culture","Twin Cities","Introduction to modern Chinese literature, visual culture, and critical thought from beginning of 20th century to end of Mao era. Examples of literature/culture, parallel readings of Chinese critical essays. Readings are in English translation.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
