"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"HSCI","3421","Engineering Ethics","Twin Cities","Ethical issues in engineering research and engineers' public responsibility/practice, using historical cases; historical development of engineering as a vocation/profession; ethical implications of advanced engineering systems such as nuclear weaponry and networked communications. ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"HSCI","5211","Biology and Culture in the 19th and 20th Centuries","Twin Cities","Changing conceptions of life and aims and methods of biology; changing relationships between biology and the physical and social sciences; broader intellectual and cultural dimensions of developments in biology.","3","3","No","1","3","OPT - Student Option","001186","Every Fall & Spring"
"HSCI","5401","Ethics in Science and Technology","Twin Cities","Technology is assumed to be the best engineered solution for a particular goal and good science is supposed to be objective; however, this is never truly the case. Values and moral choices underlie all of our systems for understanding and interacting with the world around us. These values and choices are almost always contentious. Through a series of historical case studies, we explore how science and technology are products of human choices—but at the same time, how science and technology enable and constrain the choices we can make. Case studies include algorithms and inequality, artificial intelligence (AI) and surveillance, privacy and social media, lay expertise and medicine, and environmental and technological disasters. Our goal will be to learn to question and think critically about the things we create, the tools we use, and the ideology and practice of science.","3","3","No","1","3","OPT - Student Option","001186","Periodic Fall"
"HSEM","2318H","Lies, Deception, and Persuasion in the Modern World","Twin Cities","Deception and persuasion are important facets of human communication. This honors seminar will draw on theories of deceit and persuasion to answer questions such as: Why do we lie? Is it easy to tell when someone is lying? How do we use deception to influence others? Is it always wrong to lie? And how has the internet and rise of social media changed the landscape and political impact of persuasion and lies? 

This course will challenge students to reflect on the ethical boundaries of lying and social influence. We will examine lies and persuasion in politics, the consumer marketplace, and in online environments. We will also study the impact of mis- and disinformation campaigns on society and learn strategies to resist deceptive persuasion to become more thoughtful consumers and responsible citizens.
","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Spring"
"HSEM","2321H","What is College For? Exploring the Purpose and Value of American Higher Education","Twin Cities","Recent poll data suggests that many Americans are questioning the value of higher education. For example, 2/3 of those surveyed stated that colleges are stuck in the past and not meeting the needs of today’s students. What is the purpose of college? Should a 4-year degree be accessible to all? Does a college education lead to attaining the “good life?” In this interactive honors seminar, we will address these questions and more. Students will have the opportunity to examine their own objectives as it relates to pursuing higher education and explore important issues impacting higher education (e.g., student debt, access, and admissions). Students will engage in regular reading, writing, and discussion around critical issues in higher education. Small group interaction, presentations, media analysis (e.g., podcasts, films), and ongoing reflection will be features of this seminar. 

The course will be organized around three main units, each guided by a specific question that we will aim to address. Unit 1 will address the question “What is the history of higher education, and what are the reasons for pursuing a degree? Unit II explores: “What are key current topics in higher education that deserve exploration?” As a part of this unit, we will discuss trends and issues that address the mission of higher education, especially post-pandemic. Unit III will examine the question, “How do your own experiences in college align with your own personal and professional objectives?”","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall & Spring"
"HSEM","2801H","Think Like a Lawyer: The Art and Adventure of Torts","Twin Cities","Law is the foundation of modern society. The ability to understand our legal system is invaluable in any profession, ranging from business and health to science or art. This seminar offers an introduction into legal thinking: Not merely what the laws are, but why we have them and, more importantly, how we come up with them. As a focus, we will be grounding ourselves in torts, a fundamental area of legal education that covers the civil wrongs. Students will have an opportunity to get a feeling for the law school experience as we use the case method, along with some Socratic method and ample discussion. We will focus on the basics of legal analysis, and learn how to apply that to critical thinking. Students successfully completing this seminar will be mentally armed and dangerous.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","3025H","Food, Clothing, Shelter: The Culture and Politics of Simple Living","Twin Cities","At a time of rising income inequality, in which billionaires grow richer while millions struggle to survive, this course will examine the social, environmental, economic, and ethical aspects of consumption and poverty through the lens of three basic needs: food, clothing, and shelter. It seeks to help you answer three key questions: what should you eat, what should you wear, and where should you live, so that others might do the same. We will begin by exploring the theory and practice of simple living through three comparisons: the realities of social and environmental insecurity versus the ideals of Sustainable Development; voluntary simplicity as historically practiced by communities as opposed to individuals; and the movement for degrowth compared to business as usual. In the central portion of our course, we will consider several contemporary forms of simplicity that exist alongside the ""involuntary simplicity"" often dictated by poverty: cooking at home and eating lower on the food chain because it is virtuous rather than because it is cheaper; shopping in thrift stores and buying fewer clothes because you want to rather than because you have to; and camping and living the #vanlife because you can rather than because you must. In our exploration of simple living and basic needs, we will address major issues in sustainability studies, including the Anthropocene, decolonial approaches to economics, and effective altruism, and we will consider a range of literary and historical perspectives on food, fashion, and architecture, such as Henry David Thoreau's ""Walden,"" Marie Kondo's ""The Life-Changing Magic of Tidying Up,"" Sarah Susanka's ""The Not So Big House,"" and the films ""The True Cost,"" ""The Minimalists,"" and ""Nomadland."" Throughout our course we will also attempt to answer two big questions about simple living: Is it the ultimate embodiment of white, middle-class, leisure-based U.S. environmentalism, or is it part of a global, multicultural challenge to the racist and colonial foundations of capitalism? Does it express some profound truths about the human condition, or will it never be anything more than a niche response to the social and environmental challenges of the 21st century? Requirements will include attendance and participation, a series of short reading responses, several reflective writing assignments, and a final project exploring some aspect of our subject in greater depth.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","3027H","What is a Tragedy?","Twin Cities","Fiction or real event, modern condition or historical myth, private drama or public catastrophe: the idea of “tragedy” has always had specific cultural meaning. The particularities of this meaning, however, do shift—according to cultural norms, political pressures, and social changes. This class will ask us to consider what “tragedy” means, from its original context in the dramatic genre, in which political regimes are shaken and often a good number of important people die (Sophocles’ Oedipus Rex cycle, Shakespeare's King Lear, Racine's Phèdre), to its appearance in novels, politics, current events, and contemporary theory. What happens when the notion of tragedy moves out of the ritualized space of the dramatic performance and into other languages, venues, and political arenas?  Is the death of a parent or a child a tragedy? To what extent is contemporary warfare a tragedy? Is food insecurity a tragedy? Is the tragic something we can know only in retrospect, and should we get better at “handling” it? Beginning with literature, this course will examine the components of the tragic, its role in our culture, and what its presence in discourse says about our moral landscape. Interventions from the medical field, bio-ethics, architecture, art history, media and film, anthropology, theater history and performance studies, communications and journalism, religious studies and more can be integrated into our program. We will draw on participants' own academic interests and backgrounds to shape our conversation. All readings in English.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","3266V","Democracy and the Climate Crisis: Stories and Solutions","Twin Cities","This course challenges us to consider how we can inspire, cultivate, and sustain political systems that safeguard justice and life for all Earthlings in an era of climate crisis. To do so, we will read about and practice democratic systems. Our readings will draw from political science, literary theory, climate activist and front-line accounts, and—importantly—films, games, novels, and other literature for young people. We will also take turns facilitating democratic processes in the classroom. Together, we will develop the knowledge, skills, and experiences needed to help guide us toward greener, more generative, more just, and more functional societies in a climate changing world.","3","3","No","1","3","A-F - A-F Grade Basis","000585","Periodic Fall & Spring"
"HSEM","3511H","Science Court: Strengthening Democracy through Rational Discourse","Twin Cities","Science Court is a mock trial system designed to promote democratic norms by investigating controversial societal issues, based on facts and sound scientific research, in front of a judge and jury of citizens. Students work together in three teams (Science, Legal and Media) to plan, research, execute, and report a SciCourt case.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"HSEM","3515H","Infrastructure and Society","Twin Cities","This seminar explores the social, economic, and cultural significance of public infrastructure. Drawing on examples from transportation and communication, the seminar will expose students to questions of design, political economy, and expected/unexpected outcomes of infrastructure. The seminar will allow students to visit local sites (in our local infrastructure project), work collaboratively with other students, and critically examine an important but often-overlooked set of built forms. Types of infrastructure examined will include: bridges, subways, water systems, telecommunications, mobile communications, and ‘informal infrastructure’ (when citizens or collectives engage in shared infrastructure-like projects for the common good). The goals of this seminar are to (a) introduce students to different types of infrastructure, including elements that are invisible to users, and (b) engage students in social-economic questions and debates surrounding infrastructure.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Periodic Fall"
"IDES","3614","Interior Design Ethics and Professional Practice","Twin Cities","Business of interior design, professional ethics, and responsible design. Ethical theory/conduct. Responsibility to business, clients, colleagues, and community at large and globally.

prereq: 2604 or DHA 2604; or Interior Environments Minor","4","4","No","1","4","A-F - A-F Grade Basis","004492","Every Fall"
"JOUR","3771","Media Ethics","Twin Cities","Citizens expect journalists to separate fact from falsehoods, opinion and propaganda. But is it possible for journalists to be unbiased and objective? Advertisers are expected to push products. But is it acceptable to mislead by exaggerating what the product can do? Public relations professionals must protect a company's brand. But what should they do when a company becomes entangled in a scandal? This course examines the ethical and unethical ways that communicators respond to such challenges, and uses real-life examples to identify values and principles that can lead to sound, ethical decisions under the most difficult circumstances. Learn about ethical communication on all platforms, from television to social media to newspapers and magazines. Build a solid foundation for your own ethical thinking that can guide you as a student and as a professional communicator.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"JOUR","3775","Strategic Communication Law","Twin Cities","Learn practical legal skills and ethics as they pertain to marketing, public relations and advertising by focusing on the actions of the Federal Trade Commission, the Federal Communications, and the Federal Elections Commission. Learn about the administrative process including adjudication and rule making. Learn through a range of legal, policy and ethics discussions ranging from the First Amendment, the regulation of commercial speech, advertising deception, substantiation of material claims, digital privacy, contesting, political advertising, and controls on native advertising and social media influencers.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"LEAD","1961V","Personal Leadership in the University","Twin Cities","Examine leadership theory, personal views of leadership, differences between personal/positional leadership, leadership ethics/values, personal leadership strengths/skills.","3","3","No","1","3","A-F - A-F Grade Basis","000571","Every Fall & Spring"
"LEAD","1961W","Personal Leadership in the University","Twin Cities","Examine leadership theory, personal views of leadership, differences between personal/positional leadership, leadership ethics/values, personal leadership strengths/skills.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall, Spring & Summer"
"NAV","4402W","Leadership and Ethics","Twin Cities","Junior officer role. Responsibilities faced as leader, manager, professional officer of Naval Services. Develops specific competencies in areas of leadership, management, professional administration, development. Emphasizes Naval Service ethics, core values.

prereq: NAV 4401W","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring"
"NSCI","3001W","Neuroscience and Society","Twin Cities","Ethical implications. Readings, personal reflections, class discussions, debates, and formal writing. Development of logical arguments, writing skills, oral presentation skills, and teamwork. Students present/argue both their own personal views and those of others. What it is like to have altered mentation, i.e. a brain disease or disability. Readings/multimedia reports from primary neuroscience literature as well as philosophy, policy, and law literature and popular media.","4","4","No","1","4","A-F - A-F Grade Basis","-","Every Spring"
"NURS","4104","Ethical Sensitivity and Reasoning in Health Care","Twin Cities","Developing sensitivity to range/complexity of ethical issues/dilemmas in health care. Ethical principles/theories. Key ethical concepts in addressing morally troubling issues in health care settings.","2","2","No","1","2","A-F - A-F Grade Basis","000028","Every Fall"
"NURS","4402","Taking Ethical Action in Health Care","Twin Cities","Ethical dimensions/role obligations of health care professionals related to selected social issues with health consequences.

prereq: Senior undergrad nursing student, [4104 or instr consent]","1","1","No","1","1","A-F - A-F Grade Basis","003208","Every Fall"
"OLPD","1461","Presentations in Work Settings: Business & Marketing Education and Human Resource Development","Twin Cities","This course prepares students to present information and hone their messages based on audience need in a variety of business, leadership, and workplace contexts. Students interested in majoring in Business and Marketing Education (BME), Human Resource Development (HRD), and other majors can take this course in order to develop the disciplinary practices used in training and development, as well as business and industry to convey vital and timely messages.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall, Spring & Summer"
"OLPD","1905","What is College For?","Twin Cities","What is the purpose of college? Recent poll data suggests that many Americans are questioning the value of higher education. For example, 2/3 of those surveyed stated that colleges were stuck in the past and did not meet the needs of today’s students. Should a 4-year degree be accessible to all? Does a college education lead to attaining the “good life?” In this interactive honors seminar, we will address these questions and more. Students will have the opportunity to examine their own objectives as they relate to pursuing higher education and explore important issues impacting higher education (e.g., student debt, access, and admissions). Students will engage in regular reading, writing, and discussion around critical issues in higher education. Small-group interaction, presentations, media analysis (e.g., podcasts, films), and ongoing reflection will be features of this seminar. Examples of questions we will explore include the following:

*What is the value of higher education and the benefits of attaining a college degree?  
*Who should pay for college? Should college be a public or private good? 
*Who is college for? What are systemic barriers to degree access and completion?
*Is college worth it?

The course will be organized around three main units, each guided by a specific question that we will aim to address. Unit 1 will address the question “What is the purpose and context of higher education?"" Unit II explores: “What are the key current topics in higher education that impact the student experience?” As a part of this unit, we will discuss trends and issues that address the mission of higher education and issues facing students. Unit III will examine the question-issues around students’ experiences and the role of the institution.

This course is taught by Mike Stebleton, a Professor of Higher Education in the College of Education and Human Development. He teaches both undergraduate and graduate students. His research focuses on college student development issues, including career development and career decision-making processes.","3","3","Yes","2","6","A-F - A-F Grade Basis","001475","Periodic Fall, Spring & Summer"
"PA","1005","Great Debates of Our Time: U.S. Policy and Politics","Twin Cities","Topical political/policy debates with prominent government officials/experts. Constitutional crisis over authority/roles of legislative/executive branches. Visiting lecturers, in-class simulations, readings.","3","3","No","1","3","AFV - A-F or Audit","-","Every Spring"
"PA","1401","Public Affairs: Community Organizing Skills for Public Action","Twin Cities","Public affairs work, roles of citizens in democratic way of life. Community organizing skills, their importance for public affairs. Negotiations among diverse audiences, understanding different interests, mapping power relationships. Relevant public affairs and governance theory.","3","3","No","1","3","A-F - A-F Grade Basis","-","Every Fall & Spring"
"PHAR","4204W","Drugs and the U.S. Healthcare System","Twin Cities","Being an empowered patient is important when discussing ethics-driven issues within the U.S. healthcare system. This course will expose students to current controversial issues surrounding medications and national healthcare and help students examine their own role as a participant in this system. Students will learn to draw comparisons between medication use systems around the world and analyze other controversies related to access, choice, and quality of healthcare. During this course, students will explore how their choices, ethics, and behavior affect societal decisions surrounding the availability of medications in the U.S. and what their rights are as a citizen-participant during the healthcare debate.

Students are expected to have completed the first-year writing requirement (https://cla.umn.edu/writing-studies/first-year-writing), or equivalent, prior to registering for this class.  

This is a completely online course with weekly due dates and is offered each Fall and Spring term. For more information, contact phar4204@umn.edu or 612-624-7976.","3","3","No","1","3","OPN - Student Option No Audit","-","Every Fall & Spring"
"PHIL","1003W","Introduction to Ethics","Twin Cities","Are values/principles relative to our culture? Is pleasure valuable? Are there any absolute rules? These questions and others are addressed through critical study of moral theories.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"PHIL","1004W","Introduction to Political Philosophy","Twin Cities","Government -- what are its purpose; the limits on its authority; its responsibilities to citizens (and vice versa)? What roles do freedom, equality, rights, property, punishment and justice play here? Join in as we discuss and debate competing views.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"PHIL","3009","Existentialism","Twin Cities","What do we mean when we call something ""existential?""  What do we mean when we speak of an ""existential"" crisis? We seem to mean that our core beliefs and assumptions are affected and the relationship with our environment is ruptured; we have fallen out of normalcy. The term existentialism -- turning existential into a noun -- came into being in the 1940s in France, reflecting the collective experience of societal breakdown, of Nazism, and WW2. It has since been applied to all modes of philosophical inquiry that take an individual's experience of alienation from society as their point of departure. The advantage of making alienation the focus of this class, too, is that it allows us to recognize the precise historical and sociological index of the emergence of an existentialist mode of thought and practice. Existentialism looks very different when it responds to a 19th century crisis of faith (Søren Kierkegaard), to 1950s colonialism (Frantz Fanon), to Weimar Germany's new democracy and the specter of a mass society (Martin Heidegger), or to the neo-authoritarian French society of the 1960s (Simone de Beauvoir). Existentialism then is understood in this class not as a conversation between great thinkers or ideas across time and space, but as a response to a specific crisis of norms and values. It only exists in plural. If existentialist concepts -- like being-in-the world, being-towards-death, or the gaze of the other -- are carried forward, then not without being repurposed. Such situatedness is inherent to existentialism itself. Accordingly, existentialist writers have no creed or ethical stance in common; they are found both on the far (fascist) right and on the Marxist left. They do share though a keen interest in a new language and in literary forms of expression and subsequently, they insist on the individuals' capacity of ""world-making"" -- in rupture and rebellion -- against seemingly compromised societal norms.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"PHIL","3302W","Moral Problems of Contemporary Society","Twin Cities"," How do we determine what is right and wrong? How should we approach the complex moral problems that face us today? This course aims to cultivate the ability to think critically, competently, and carefully about moral problems (such as capital punishment, abortion, affirmative action, and animal rights), and to present those arguments in a persuasive and constructive form (specific topics vary with the instructor).","4","4","No","1","4","OPT - Student Option","-","Periodic Fall, Spring & Summer"
"PHIL","3322W","Moral Problems of Contemporary Society","Twin Cities","How do we determine what is right and wrong? How should we approach the complex moral problems that face us today? This course aims to cultivate the ability to think critically, competently, and carefully about moral problems (such as capital punishment, abortion, affirmative action, and animal rights), and to present those arguments in a persuasive and constructive form (specific topics vary with the instructor).","3","3","No","1","3","OPT - Student Option","-","Every Summer"
"POL","1201","Political Ideas","Twin Cities","This course serves as an introduction to the study of political theory. Political theory analyzes the meaning and significance of fundamental concepts in politics. Starting from such basic concerns as the nature of politics, humans, power, and justice, political theorists explore how these basic starting assumptions organize the norms, practices, and institutions of political and social order. To explore these topics, the field turns to key texts, as well as to political and social events and other media (film, historical documents, etc.). In this introductory course, students will investigate some of the basic texts in political theory, with the goal of learning how to read texts more analytically and to address fundamental questions in political theory. Among the topics that might be the nature of justice and injustice, political obligation and civil disobedience, democracy and other forms of governance. Students who complete this course will understand the deep issues about the nature of politics and will have learned to read and analyze complex texts. They will also have had the opportunity to reflect upon their own ethical engagement in political life and upon the ways in which historically, political ideas change.","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"POL","3065","Political Engagement Careers: Planning and Preparing For Your Future","Twin Cities","Are you interested in pursuing a career in public service? Do you plan to run for office in the future, or work in a government agency (such as the State Department or the FBI or the MN DNR), or become a professional campaign manager or lobbyist, or work as an issue activist on a cause important to you? Would you like to learn more about the variety of public service careers open to a college graduate? Do you wonder what motivates people to pursue careers in politics, public administration, and community service, and how these motivations vary across career fields? Would you like to explore some options for future internship or service learning while at the University? Then this course is for you!

This course is the Political Science Department's introduction to careers in political and civic engagement. Through readings focused on theories about and case studies of political engagement, and on the ethics of politics and public service, numerous guest speakers with extensive experience as public service professionals, and a discussion-oriented class format, we will explore the meaning of public service and the main types of public service careers that you could pursue. We will think about the virtues and challenges associated with doing public service work, and how these differ across different types of jobs and venues for serving the public. Finally, you will acquire practical knowledge and skills related to the search for public service work opportunities, including how to write a resume and cover letter, how to conduct an informational interview, networking, and the job search and application process. Intended primarily for first- and second-year undergraduates, but open to students of any major at any point in their undergraduate program.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"POL","3225","American Political Thought","Twin Cities","This course provides an introduction to several key periods and some of the leading concepts and debates in American political thought. It might also focus on a broader theme such as: conceptions of destiny, mission, and exceptionalism; arguments over economic development and inequality; or debates over government and corporate power. The course will begin with Puritan religious and political thought, tracing its secularization over time. Considerable attention will be paid to the ideas behind the Declaration of Independence and the Constitution, such as the social contract and the right of resistance to civil authority, civic republicanism, and the founders’ new science of politics and government. The course will consider some if not all of the following: debates over slavery and emancipation, women’s rights, the rise of imperialism and nationalism, race and racism, and the rise of rule by public and private bureaucratic organizations, and the consequences of these developments for the possibility of continued individual liberty, equality, and justice. This course requires considerable reading of difficult texts. The ultimate goal of this course is for students to gain a deeper understanding of American political thought as a product of the country’s ever-evolving political discourse. prereq: Suggested prerequisite POL 1201","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"POL","3235W","Democracy and Citizenship","Twin Cities","This course considers the nature of contemporary democracy and the role that members of the political community do, can, and should play.  While approaches in teaching the class vary, students can expect to read historical and contemporary texts, see films and videos, to approach questions about the nature of democracy, justifications for democracy, and challenges faced by contemporary democracy as it relates to racial inequality, immigration, gender inequality, and ecological crises.  Topics will include: the centrality of social movements for democracies; deliberative and participatory democracy; as well as questions about how members of political communities can best participate in democratic life to address structural inequalities. Students will write a longer essay that allows them to demonstrate their capacities to understand and explain complex ideas and to make a theoretically compelling argument, using appropriate supporting evidence.

prereq: Suggested prerequisite 1201","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"POL","3252W","Revolution, Democracy, and Empire: Modern Political Thought","Twin Cities","From the seventeenth through the nineteenth centuries, Europe and its colonies were wracked by large scale, sweeping changes: from the violent emergence of the sovereign state, to intense religious conflict, to geographic expansions at once transformative and brutal in search of new economic markets. These changes posed extraordinary challenges to usual ways of conceiving of political order and governance. Our course this semester will read these changes through three key concepts – revolution, democracy, and empire. Class discussion will seek to understand different meanings of these concepts, their political stakes, and ways of knowing how to move between political ideals and historical examples. Students will read a range of materials – from primary historical sources, to philosophic texts, political pamphlets and treatises, and travel journals – so as to study the effects on both the European context and beyond.

prereq: Suggested prerequisite 1201","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"POL","3265","Ideas and Protest in French Postwar Thought","Twin Cities","France witnessed a number of extraordinary events in the 20th century:  the carnage and trauma of World Wars I and II; the Vichy regimes collaboration with German Nazis; the general strike and student protests of the 1960s; the tensions prompted by anti-colonialism and later decolonization in North Africa; and the challenges of post-colonialism and racial politics. This course will examine these events, the political and ethical challenges they raised, and the intellectuals who shaped the ensuing public debates. It will draw on historical documents, cultural media (e.g. posters, art, film), and philosophical texts to explore contemporary France in its century of politics and protest.  Thinkers range from film-maker Gillo Pontecorvo, to philosopher-playwright Jean-Paul Sartre, to philosopher Michel Foucault.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"POL","3272","Colonial Encounters","Twin Cities","If politics classically is the exercise of power by rulers over the ruled, how have different communities, traditions, and contexts sought to organize this power and render it just?  What are the lessons to be learned from looking to past experiences with political communities ranging in size from the face-to-face polis to the far-flung reaches of empire? How does the ‘discovery’ of other societies disorient our usual frames of reference for thinking about political community? What different frames might we use? What should we make of problems that seem to exceed the capacity of existing institutions to manage, such as mass violence and total war? 

The aim of this course is to examine exemplary moments that consider the radical conflict of interpretations that can arise when different cultures come into contact with one another (whether through trade, war, intellectual exchange, or the like), and how these exchanges transform the scale of political community (local, regional, global, universal). Here, we are concerned with large-scale upheaval, processes that are more than simply difficult political problems, but in fact transform the very institutions, relationships, and concepts through which we come to understand what political community is and can be. The substantive focus of the course varies according to instructor, and may include: Colonial Encounters; the Black Atlantic; Revolutionary Moments; Colonialism and the Post-colony.
","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"POL","3489W","Citizens, Consumers, and Corporations","Twin Cities","Corporations are the most powerful actors in the global political economy. They employ millions of people, produce a wide variety of goods, and have massive effects on the communities where they do business. Although considered to be ""legal persons,"" corporations are not living beings with a conscience. Milton Friedman famously proclaimed that the only moral obligation of corporations is the maximize shareholder returns. Yet maximizing financial returns may negatively affect humans, other living beings, and the planet. This potential conflict between profit and ethics is at the heart of this course, which focuses on how people have mobilized as citizens and consumers to demand ethical behavior from corporations. We will explore these different modes of action through an examination of corporate social responsibility for sweatshops, the industrial food system in the United States, and the privatization of life, water, and war. The course also considers how corporations exploit racial hierarchies and immigration status in their pursuit of profit.","3","3","No","1","3","OPT - Student Option","-","Spring Even Year"
"POL","3767","Political Psychology of Elite Behavior","Twin Cities","Why do some world leaders seek cooperation while others advocate war? Why do some Presidents effect major change while others are relegated to the dustbin of history? How does the personality of leaders affect how they behave in office? In this class, we will address questions like these by exploring the psychology of political elites, those members of society who wield outsized influence over political decisions. This outsized influence means that understanding how elites think is particularly important. It is also unusually difficult, leading some to argue that political psychology can play little role in understanding elite decision-making.

 

Students will exit the class having mastered a body of knowledge about elite decision-making and learned about the different approaches that scholars take to study these decisions. They will also gain the critical capacity to judge arguments about politics, the ability to identify, define, and solve problems, and the skill to locate and critically evaluate information relevant to these tasks. Finally, this course takes a cooperative approach to learning, and many course activities will be structured around learning and working with a group of fellow students over the course of the semester. This course fulfills the Civic Life and Ethics theme requirement.","3","3","No","1","3","OPT - Student Option","-","Fall Odd, Spring Even Year"
"POL","4267","Imperialism and Modern Political Thought","Twin Cities","How has political theory been shaped by imperialism? We will investigate this question through a study of such key thinkers as Kant, Mill, Marx, Lenin, Césaire, Fanon, and Gandhi, reading them through the lens of empire. Our goal is to analyze how such thinkers reflected upon, problematized and, at times, justified forms of Western imperialism. We will look at their explicit reflections on empire, as well as more tangential or ostensibly separate themes that may have only been shaped by the imperial context in indirect ways. Finally, we will reflect upon our contemporary location as readers and agents situated in the wake of these political and intellectual developments, analyzed through the question of what it means to engage in anti-colonial, decolonial, and/or postcolonial critique. This course will combine lectures by the professor with student-led seminar discussion.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"POL","4501W","The Supreme Court and Constitutional Interpretation","Twin Cities","This Course is designed to introduce students to constitutional law, with an emphasis on the U.S. Supreme Court’s interpretation of Articles I, II, and III. This means that we will discuss how the nation’s Court of last resort has helped shape the powers of and constraints on the three branches of our federal government. We will also discuss and analyze the development of law surrounding the separation of powers, the structure of federalism, congressional power over the commerce clause, and the creation and demise of the concept of substantive due process. Successful completion of this course will satisfy the liberal education requirement of Civic Life and Ethics. Effective citizenship in the 21st century requires an understanding of our how government was created, is structured, and has been interpreted by the Supreme Court over the past two centuries. This course is premised on the notion that such an understanding is best achieved by reading the primary sources that led to these goals – the opinions handed down by the U.S. Supreme Court.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"POL","4502W","The Supreme Court, Civil Liberties, and Civil Rights","Twin Cities","Today, more than anytime since the civil rights movement of the 1960s, individual liberties are at the heart of controversial debate in the U.S. Groups, from the far left and far right of the political spectrum have pushed free speech towards the boundaries set by the Supreme Court. At the same time, the religion clauses have become as controversial as ever, with corporations and local governments using them in ways they have not been used before. Finally, the right to privacy is at a crossroads as the U.S. Supreme Court considers cases about reproductive rights and personal privacy. 

Given these issues, this course allows students to read all the major cases where the U.S. Supreme Court interprets the balance of protecting civil liberties versus allowing government to limit or suppress such liberties. Specifically, the course covers the 14th Amendment, freedom of speech, press, religion, and the limits of the free speech clause of the 1st Amendment. It also covers the 2nd Amendment and the right to privacy found in the 1st, 3rd, 4th, 5th, 9th, and 14th Amendments.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"RELS","3671","Hinduism and the Making of Modern India","Twin Cities","This course explores the role that Hinduism has played in Indian culture and politics the late 18th c. to the present, and the way that Hinduism itself has been transformed during this period. In this course, we shall be guided by five overarching questions.
•	What are the key texts and everyday ritual practices of Hinduism, and how have these changed over the course of the last two centuries?  
•	What is the changing place of caste and especially the practice of untouchability in the understanding of what means to be a Hindu?  
•	What role do concerns about the role of women play in the religious reform movements and the emergence of new Hindu identities? 
•	What is the political role played by visions of Hinduism at and in different historical developments?  
By weaving together an analytical narrative centered around these four questions, we shall trace the remaking of Hinduism as a modern religion—one that wrestles with questions around nationalism, the public-private divide, the meaning of worship in a secular society, the relation with other religions, and equality of  co-religionists.   ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"RELS","4309","Religion in American Public Life: Culture, Politics, and Communities","Twin Cities","How diversity/vitality of American religion shape public life. How religious groups engage in political action, foster understandings of democracy/styles of civic participation. Volunteering/service activities. Race, poverty, the family, sexuality.prereq: Soc majors/minors must register A-F","3","3","No","1","3","AFV - A-F or Audit","-","Periodic Fall & Spring"
"RM","1201","Fashion, Ethics, and Consumption","Twin Cities","Apparel business. Overview of steps in the process of creating, merchandising, selling, and consuming apparel. Various ethical positions reflected in manufacturer, retailer, and consumer decision making are considered.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
