"Course subject code","Course number","Course name","Campus","Course description","Minimum credits","Maximum credits","Is this course repeatable?","What is the maximum number of completions allowed?","What is the maximum number of credits that can be earned from this course?","Grading basis","Requirements","Typically offered term(s)"
"AFRO","3864","African American History: 1619 to 1865","Twin Cities","Importance of dynamics of class, gender, region, and political ideology. Changing nature of race/racism.","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"AFRO","5016","Africa and African Diaspora Archaeology","Twin Cities","Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMES","3372","History of Women and Family in China, 1550-Present","Twin Cities","In this class we will examine women, gender relations, and family in China from about 1550 to the present. We will read fiction, poetry, memoirs, and works by historians, as well as watch films and examine visual evidence. We will always be attentive to questions of how we know what we know and of the nature of the sources we are looking at.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","3373","Religion and Society in Imperial China","Twin Cities","Varieties of religious experience in imperial China. Religion as lived practices. Textual traditions. Buddhism, Daoism, Confucianism, relations among them. Western missionary enterprise in China.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMES","3478","Modern Japan, Meiji to the Present (1868-2000)","Twin Cities","Japan's development as industrial/imperial power after Meiji Restoration of 1868. Political developments in Taisho years. Militarization/mobilization for war in 1930s. Japan's war with China, Pacific War with US. American Occupation. Postwar economic recovery, high growth. Changing political/popular culture of 1980s, '90s.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMES","3576","Language & Society of the Two Koreas","Twin Cities","This course is designed to offer an introduction and contrastive analysis of the language and society of the two Koreas; the Republic of Korea (better known as South Korea) and the Democratic People's Republic of Korea (better known as North Korea). This course will introduce the growing divide of the past 70 years between North and South Korea in the areas of language, society, and culture.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"AMES","3871W","Islam: Religion and Culture","Twin Cities","This course serves as an introduction to the rise of Islam and its spread, tracing its journey from a local to a global religion. Special emphasis will be placed on the “classical period” of Islamic history, from the formation of the Qur’an in the seventh century CE to the fall of Abbasid Baghdad in the thirteenth century CE, while still tracing the trajectories of Islamic identity on into the early modern and modern world. We will pay careful attention to the historical context in which Islam arose and the dialogue it has maintained with other world religions from its very beginning. While engaging with important developments in Islamic thinking and culture in the Middle East and North Africa, we will also study the history of Islam in Europe and eastern Asia. A core aspect of this course will be to highlight the Qur’an and the Hadith as foundational documents in the development of Islamic religious identity. At the same time, this course will introduce students to the literary, scientific, political, philosophical, and artistic achievements of this formative period in Islamic history. Throughout this course, we will maintain a focus on the relationship between Muslims and their religious neighbors, especially Jews and Christians. We will highlight recurring themes in these relationships, from scholarly competition to neighborly cooperation to violence and, at times, sustained warfare.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"AMIN","1003","American Indians in Minnesota","Twin Cities","History, culture, and lived experience of American Indian people in Minnesota. Self-representation and histories of Anishinaabe (Ojibwe) and Dakota peoples through film, music, oral traditions, and written texts. Work by non-Indian scholars focuses on cultural, philosophical, and linguistic perspectives of Anishinaabe and Dakota peoples.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall & Spring"
"AMIN","3409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMIN","3711","Dakota Culture and History","Twin Cities","Dakota culture, language, history, literature. Contemporary issues, the arts.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3871","American Indian History: Pre-Contact to 1830","Twin Cities","American Indian history from the era of ancient Native America to the removal era.  Social, cultural, political, and economic diversity of Native American peoples and Native American experiences with European colonialism.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","3872","American Indian History: 1830 to the Present","Twin Cities","Focus on the impact of federal Indian policy on American Indian cultures and societies, and on American Indian culture change.  ","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
"AMIN","5409","Indigenous Women of Turtle Island","Twin Cities","This combined undergraduate and graduate course provides an interdisciplinary mechanism for exploring Indigenous feminist and queer Indigenous studies. Although the course title indicates a specific focus on women and their political, cultural and intellectual production, we will also explore Indigenous feminist and queer writings that raise critical questions about normative gender and sexuality—including the concept of “womanhood.” We will explore the following topics: the relationship between mainstream feminism and Indigenous feminism; gender and sexual violence; settler colonialism and decolonization; law and restorative justice; sexuality; two-spirit, queer, and gender non-conforming subjectivities and politics; sexual and reproductive health; activism; the environment, embodiment, and materialisms; culture and tradition; erotics; biopolitics; Indigenous epistemologies; and sovereignty and governance.","3","3","No","1","3","OPT - Student Option","-","Fall Even Year"
"AMST","1511","Americans Abroad:  Rethinking Travel, Culture, & Empire","Twin Cities","In this course, we will look at Americans (including ourselves) who travel abroad and what their experiences, both in the present and historically, tell us about how we imagine others and our/their place in the world. What do these experiences tell us about who we are as a people, a culture, and a nation? This course will examine how these experiences have transformed (and continue to transform) Americans and the countries and cultures with which they interact. Indeed, this course challenges students to consider the overall effects that these processes have had on America's relationship with the rest of the world.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"AMST","2011","The United States since September 11","Twin Cities","How American citizenship and nationhood have changed since 9/11. The event and its aftermath in historical perspective. Political, economic, and military antecedents. How 9/11 has changed relations between the U.S. government, U.S. citizens, immigrants, and international community. How 9/11 has been remembered.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","2031","Chasing the American Dream: Economic Opportunity & Inequality in the U.S.","Twin Cities","This course begins by focusing on the historical origins and meanings of the American dream. How did this dream of unlimited opportunity come about?  What has it meant in different historical moments and to divergent social groups? And, why does it continue to be such a powerful and compelling idea in the United States and around the world?","3","3","No","1","3","OPT - Student Option","-","Every Fall, Spring & Summer"
"AMST","3112","Prince, Porn, and Public Space: The Cultural Politics of the Twin Cities in the 1980s","Twin Cities","This course uses music (especially Prince and the Replacements), debates around pornography/sex, and shifts around access to public space in order to explore the local culture and national importance of the Twin Cities during the 1980s.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"AMST","3253W","American Popular Culture and Politics: 1940 to the Present","Twin Cities","Historical analysis of how popular arts represent issues of gender, race, consumerism, and citizenship. How popular artists define boundaries of citizenship and public life: inclusions/exclusions in polity and national identity. How popular arts reinforce/alter political ideologies.","4","4","No","1","4","OPT - Student Option","-","Every Spring & Summer"
"AMST","3661","African Americans in Germany","Twin Cities","How have African Americans understood their experiences with race outside of the United States? African Americans have been migrating and circulating the globe since the American Revolution, and it is only recently that scholars have considered the ways in which an abroad experience has been transformative for African Americans. In this seminar-style class, we will explore why and how African Americans have used their experiences in Germany to express a new understanding of their identity in the United States.","3","3","No","1","3","OPT - Student Option","-","Fall Odd Year"
"AMST","4101","Gender, Sexuality, and Politics in America","Twin Cities","Ways public and private life intersect through the issues of gender, sexuality, family, politics, and public life; ways in which racial, ethnic, and class divisions have been manifest in the political ideologies affecting private life. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANSC","1701","Historical Influence of the Horse on Society","Twin Cities","Concepts of historical inquiry using the powerful/changing relationship between Man and horse. Students function as historians: framing questions, searching for appropriate sources, developing explanation model with reasoned
arguments, and finally, write/defend interpretation.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3009","Prehistoric Pathways to World Civilizations","Twin Cities","How did complex urban societies first develop? This course addresses this question in ten regions of the world including Maya Mesoamerica, Inca South America, Sumerian Near East, Shang Civilization in East Asia, and early Greece and Rome.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3016","Africa and African Diaspora Archaeology","Twin Cities","'	Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","3027W","Archaeology of Prehistoric Europe","Twin Cities","How archaeologists analyze/interpret artifacts to develop knowledge about formation of European society, from earliest evidence of human occupation to Roman period.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ANTH","3206","Sex, Murder, and Bodily Discharges: Purity and Pollution in the Ancient World","Twin Cities","""Dirt is dangerous"" wrote Mary Douglas more than 50 years ago in her groundbreaking study, Purity and Danger: an Analysis of the Concept of Pollution and Taboo.  Her work has been influential in ancient Near Eastern and Mediterranean studies when dealing with issues of sacred/profane, purity/pollution, and ritual sacrifice and purification. Douglas' work provides a framework within which to understand ancients' thinking about these concepts that range from the sacredness of space and bodies to perceived pollutions cause by bodily leakage or liminal stages of life and death.  In this course, we will examine Douglas' theory in light of ancient evidence, with special attention to anceint Israelite literature (the Tanakh or Old Testament) and ancient Jewish literature (the Dead Sea Scrolls), but we will also analyze other ancient Near Eastern and Mediterranean examples of purity and pollution (from epigraphical and documentary evidence).","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"ANTH","3327W","Inca, Aztec & Maya Civilizations","Twin Cities","This course is an intensive examination of the emergence, growth, and conquest of native civilizations in ancient America, focusing on the Maya, Aztec, and Inca states. Lectures and discussions examine the culture and history of these Native American civilizations, while also introducing students to anthropological theories of the state, religion, aesthetics, and history.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall"
"ANTH","4002","Epidemics in Human Evolution","Twin Cities","This course examines the global human experience with health and disease through an
archaeological and historical perspective, from the early days of our species to the present. We
will survey major infectious and noncommunicable diseases that have affected human
societies, including tuberculosis, plague, influenza, syphilis, HIV/AIDS, and leprosy. You will
learn how humans have responded and adapted to many of these conditions, and how disease
organisms have evolved in tandem. Course content examines large-scale disease and health
patterns over time with a special focus on global pandemics and major epidemiological
transitions such as those brought about by the introduction of agriculture, the Age of
Exploration, colonialism, and industrialization. You will become familiar with the methods and
approaches used by anthropologists and archaeologists to study disease in the past and how
these inferences influence understanding of present-day health. The course will end with a
discussion of emerging health challenges such as the rise of antibiotic resistance, novel zoonotic
diseases, and the prevalence of health disparities.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"ANTH","5002","Epidemics in Human Evolution","Twin Cities","This course examines the global human experience with health and disease through an
archaeological and historical perspective, from the early days of our species to the present. We
will survey major infectious and noncommunicable diseases that have affected human
societies, including tuberculosis, plague, influenza, syphilis, HIV/AIDS, and leprosy. You will
learn how humans have responded and adapted to many of these conditions, and how disease
organisms have evolved in tandem. Course content examines large-scale disease and health
patterns over time with a special focus on global pandemics and major epidemiological
transitions such as those brought about by the introduction of agriculture, the Age of
Exploration, colonialism, and industrialization. You will become familiar with the methods and
approaches used by anthropologists and archaeologists to study disease in the past and how
these inferences influence understanding of present-day health. The course will end with a
discussion of emerging health challenges such as the rise of antibiotic resistance, novel zoonotic
diseases, and the prevalence of health disparities.","3","3","No","1","3","AFV - A-F or Audit","-","Every Fall"
"ANTH","5016","Africa and African Diaspora Archaeology","Twin Cities","'	Africa and African Diaspora Archaeology (AFRO/ ANTH 3016/5016) examines the evolution of human behavior in Africa and looks at subsequent social, cultural, and technological developments as shown in archaeological records including artifacts, ecofacts, rock art, and structures at archaeological sites. It also discusses methods used to identify archaeological records and how these records can be used to reconstruct past ways of life. Students will obtain hand-on-experience in identifying, classifying, and interpreting archaeological objects. The course covers Africa from around 2.6 million years ago to the recent past, focusing primarily on the last 10,000 years. It examines the development and spread of food production, pottery, metallurgy, trade, and African connections with the Atlantic world dating back to the fifteenth century. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"ANTH","5027W","Archaeology of Prehistoric Europe","Twin Cities","How archaeologists/historians analyze/interpret artifacts to develop knowledge about formation of European society, from earliest evidence of human occupation to Roman Period. Interpreting archaeological evidence from specific sites to understand broad trends in human past.","3","3","No","1","3","OPT - Student Option","001186","Every Spring"
"ANTH","5327W","Inca, Aztec & Maya Civilizations","Twin Cities","This course is an intensive examination of the emergence, growth, and conquest of native civilizations in ancient America, focusing on the Maya, Aztec, and Inca states. Lectures and discussions examine the culture and history of these Native American civilizations, while also introducing students to anthropological theories of the state, religion, aesthetics, and history.","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall"
"ARCH","3411V","Architectural History to 1750","Twin Cities","This course will begin to situate us, and our work, in the context of the much larger, much longer human story. Architecture, both in practice and in its historical study, is fundamentally about people. In studying the human past through the built environment, from prehistory to 1750, we will see how architecture, both the ordinary and the extraordinary, is the product of its cultural, political, and social context. People make buildings and spaces, and buildings and spaces shape the ideas and behaviors of people. By studying architectural history we will learn about trends of style and form, but our primary emphasis is to learn about the relationships, practices, narratives, and beliefs that have constituted human culture around the world and across time. 

prereq: first year writing requirement; Soph or above","3","3","No","1","3","A-F - A-F Grade Basis","002141","Every Fall"
"ARCH","3411W","Architectural History to 1750","Twin Cities","Built environment as a tool to study the human past from ancient times to 1750. Major trends of style and form and the relationships, practices, and beliefs that have shaped human behavior.

prereq: Soph or above","3","3","No","1","3","AFV - A-F or Audit","000255","Every Fall"
"ARCH","3412V","Honors: Architectural History Since 1750","Twin Cities","Examples of the built environment from the Enlightenment to the present are studied within a broad social, cultural, and political context. Major architectural movements and their associated forms and designs.

prereq: Soph or above","3","3","No","1","3","A-F - A-F Grade Basis","000595","Every Spring"
"ARCH","3412W","Architectural History Since 1750","Twin Cities","Examples of the built environment from the Enlightenment to the present are studied within a broad social, cultural, and political context. Major architectural movements and their associated forms and designs.

prereq: Soph or above","3","3","No","1","3","AFV - A-F or Audit","000595","Every Spring"
"ARTH","1004W","Introduction to Asian Art","Twin Cities","This one-semester course is an introduction to painting, sculpture, and architecture from South, Southeast, and East Asia. It will cover works from ancient cultures to those of contemporary Asian diasporas. Resisting the impossible task of covering everything, we will instead home in on specific objects in order to understand them in their broader cultural, religious, and social contexts. We will trace the ways in which common themes and problems appear in different art forms and in different places, and we will discover the ways in which seemingly disparate styles and objects may be productively understood in conversation with each other. We will work together to create an interpretive model that is synthetic, critical, and appreciative of the enormously diverse field that is Asian Art. Lectures will move from explanatory descriptions of objects and histories that are covered in the textbook to critical interpretations of the historiographies that shape the contemporary reception of Asian art.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"ARTH","3152","Art and Archaeology of Ancient Greece","Twin Cities","This course will provide an introduction to the history of Greek art, architecture and archaeology from the formation of the Greek city states in the ninth century BCE, through the expansion of Greek culture across the Mediterranean and Asia in the Hellenistic period, to the coming of Rome in the first century BCE. While this survey concentrates on the main developments of Greek art, an important sub-theme of this course this is the changes Classical visual culture underwent as it served non-Greek peoples, including the role it played for Alexander and his successors in forging multiethnic, globally minded empires in Western, Central and South Asia. No background in the time period or discipline is expected and therefore this class will also serve as an introduction to interdisciplinary study of art history and the classical world. A number of art historical methodologies will be introduced in order to not only give students a useful background in art history but to give them the tools to think as art historians and incorporate related visual and textual evidence meaningfully into their writing. ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ARTH","3162","Roman Art and Archaeology","Twin Cities","The visual culture of the ancient world offers insight into the elite levels of ancient Rome's population, while archaeological evidence sheds light on the everyday people who helped build this powerful civilization. Combined, these aspects provide a comprehensive portrait of Roman culture and the societies it dominated throughout history. From formation of the city-state of Rome under Etruscan domination, to the transformation of visual and material culture in late antiquity under peoples influenced by the Romans, especially those in the eastern Roman provinces of Syria, Judea, and Arabia. No prior knowledge is required, making this an exciting introduction to the rich intersection of art history, archaeology, and the classical world. Through hands-on methodologies, you will learn to think like a historian, meaningfully incorporating visual, material, and textual evidence into your writing. Dive into the material legacy of Rome and gain a deeper understanding of its lasting influence.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"ARTH","3312W","The Age of Enlightenment: European Art and Culture in the 18th Century","Twin Cities","The Age of Enlightenment is a 3-credit course intended to satisfy the Liberal Education Core requirement for the ""Historical Perspectives"" Core. Focusing on the transformations of the visual and plastic arts over the long 18th century (1680-1815), this course will introduce students to the seminal cultural shifts characteristic of the so-called European Enlightenment. Topics will include European travel and the Grand Tour; overseas colonial expansion, connectivity, and the globalization of Europe; secularization, materialism, libertinism, and the new morality; the Scientific Revolution and the creation of the modern scientific disciplines; the new public sphere and its mass, democratizing impulses; modern commercialism, capitalism, and industrialization; and the percolation of new revolutionary political impulses.   ","3","3","No","1","3","OPT - Student Option","-","Periodic Fall"
"ARTH","3464","Art Since 1945","Twin Cities","The end of the Second World War is commonly understood as a watershed moment in art history when the center of western art shifted from Paris to New York and the old tradition of art academies and annual salons disappeared once and for all. It is a moment that sees dramatic changes in who artists are, how they are trained, what kind of art they make, and the audiences to whom they appeal. This course surveys U.S. and European art history from 1945 to the present so that students gain a thorough understanding of the social, political, and economic forces that contributed to the development of significant art movements including abstract expressionism, pop art, and minimalism, as well as key modes of artmaking including painting and sculpture, happenings, installations, video, earthworks, and participatory art. The course also trains students in philosophies of art and tracks the dramatic changes in aesthetics over the period. Primarily a lecture course, students’ historical knowledge is assessed through two in-class examinations in which they identify, compare, contrast, and think critically about works of art. In addition, students practice discipline-specific research skills by compiling an annotated bibliography and writing short papers that rigorously examine primary sources. 

","3","3","No","1","3","OPT - Student Option","-","Periodic Spring"
"CHLS","1102","Americanos: U.S. Latino History, Politics, and Culture","Twin Cities","This lecture course examines the historical and cultural knowledge and the complex relationship that Latinos have to the U.S. and their countries of origin in the Americas. We study the influence of social, cultural, and political dynamics on Latino history and sense of belonging in the U.S.A. By elevating American history and democracy, the course allows students to make connections to contemporary society. ","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CHLS","1102H","Honors - Americanos: U.S. Latino History, Politics, and Culture","Twin Cities","This lecture course examines the historical and cultural knowledge and the complex relationship that Latinos have to the U.S. and their countries of origin in the Americas. We study the influence of social, cultural, and political dynamics on Latino history and sense of belonging in the U.S.A. By elevating American history and democracy, the course allows students to make connections to contemporary society. ","3","3","No","1","3","A-F - A-F Grade Basis","000571","Every Fall"
"CHLS","3444","Chicana and Chicano History I","Twin Cities","Experiences of people of Mexican descent in the United States. Important eras in histories of Mexico, the United States, and Mexican Americans. Central role of Chicana/os in U.S. history, culture, and politics. Topics include race, ethnicity, gender, sexuality, immigration, migration.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CHLS","3446","Chicana and Chicano History II: WWII, El Movimiento, and the New Millennium","Twin Cities","Experiences of people of Mexican descent in the U.S. Notions of citizenship from WWII. Chicano civil rights movement. Impact of immigration patterns/legislation. Cultural wars, changing demographics. Social, economic, and political changes that influenced day-to-day life of Mexican Americans. Meaning of racialized ""Mexican"" identity. How different groups of Mexicans have understood their relationships to other Americans and other Latino groups.","3","3","No","1","3","OPT - Student Option","-","Every Spring"
"CHLS","3838","Policing, Surveillance, and Social Movements in 20th Century U.S.","Twin Cities","This course explores how policing and surveillance changed, evolved, and adapted throughout the twentieth century in the United States. We will trace the trajectory of police power & legitimacy as well as examine how the institution of policing responded to ongoing racial justice movements. ","3","3","No","1","3","A-F - A-F Grade Basis","-","Periodic Fall & Spring"
"CHLS","3862","American Immigration History","Twin Cities","The United States has frequently been called a “nation of immigrants,” yet despite this celebratory view of the U.S.’s immigrant origins, present-day immigration often provokes fear, anxiety, and resistance. Indeed, immigrants have rarely been truly welcomed in any historical era. This course will examine the history of immigration to, and migration within, the United States from the colonial era to the present, including forced migrations, such as the African slave trade.

We will consider the full range of the migration experience, including what compelled or inspired people to leave their homelands, the means of their migration, and how they settled in their new homes. In addition, we will look at the cultural transformations precipitated by immigration including the creation of ethnic identities, assimilation, and transculturation. Various forms of nativist sentiment and practice will be addressed, as well as migrant and ethnic resistance to nativism, racism, and exploitation.","3","3","No","1","3","OPT - Student Option","-","Periodic Fall & Spring"
"CHLS","3888","Abajo Con La Migra: Immigration and the Latino/a Experience","Twin Cities","As part of a longer tradition in Latino/a/x radical thought, this upper-division, interdisciplinary course explores the experiences of migrants from Latin America to the United States in the 20th and 21st centuries, and its roots in colonialism from previous centuries. It will consider the transnational context in which migrants cross borders by investigating not only their reception in the United States, but the complex processes occurring within their homelands as well. The class will also explore migrant engagements with U.S. society, pre-existing Latino/a/x and other ethnic communities, and experiences within the political, economic, and social aspects of life at the local and global level. At central issue will be the role of U.S. foreign policy in Latin America that contributes to the context in which people migrate, development of border patrolling as a key part of U.S. immigration policy, the cultural and social innovations created out of the process of diaspora, the relationship among different Latina/o/x groups and the emergence of “Latinidad” in the U.S., and the historical and ongoing struggle for immigrant rights.","3","3","No","1","3","OPT - Student Option","-","Every Fall"
"CI","1121","Educational Movements Past and Present: Multicultural Perspectives","Twin Cities","Students will explore diverse historical perspectives regarding educational movements in the U.S. since the Civil War. Through challenging questions and problems in educational history, students will develop critical frameworks necessary for interpreting Americas educational past and how it is tied to culture, politics, privilege, and power.","4","4","No","1","4","OPT - Student Option","-","Every Fall & Spring"
"CNRC","1002","World of Greece","Twin Cities","Ancient Greek civilization, from second millenium BCE to Roman period. Art/archaeology, philosophy, science, literature, social/political institutions. Focuses on connections with contemporary cultures corresponding to Ancient Near East.","3","3","No","1","3","OPT - Student Option","-","Every Fall & Spring"
